PatientNbr,RegistrationDate,HealthCardNbr,FirstName,LastName,Email,Gender,DOB,Address1,Address2,City,State,StateCode,Region,Zip
4951429,2022-01-14,21359139,Bella,Greene,bella.greene@datacourse.com,Female,1959-06-23,Apt. 802,9681 Sanchez Crossing,Tempe,Arizona,AZ,West,85281
5302372,2021-12-18,21384493,Amanda,Campbell,amanda.campbell@datacourse.com,Female,1985-09-02,Apt. 460,10423 Jennifer Trail,Tempe,Arizona,AZ,West,85281
5422962,2021-12-16,21376030,Amanda,White,amanda.white@datacourse.com,Female,1943-09-21,Apt. 821,486 Gregory Dam,Tempe,Arizona,AZ,West,85281
5496068,2021-12-16,21379992,Jasmine,Hudson,jasmine.hudson@datacourse.com,Female,1964-02-01,Suite 165,5325 Henson Square,Tempe,Arizona,AZ,West,85281
5504219,2021-12-16,21361848,Wendy,Parsons,wendy.parsons@datacourse.com,Female,1927-10-09,Suite 297,131 Mark Vista,Tempe,Arizona,AZ,West,85281
5512132,2021-12-19,21367364,William,Welch,william.welch@datacourse.com,Male,1974-11-04,Suite 207,154 Freeman Point,Tempe,Arizona,AZ,West,85281
5538461,2021-12-31,21373741,Sue,Taylor,sue.taylor@datacourse.com,Female,1949-07-26,Apt. 879,25913 Christopher Throughway,Tempe,Arizona,AZ,West,85281
6193369,2022-04-30,21393754,Jason,Burgess,jason.burgess@datacourse.com,Male,1995-02-22,Apt. 689,08590 Jeremy Keys,Tempe,Arizona,AZ,West,85281
4712025,2021-12-14,21387811,Zoe,Clarkson,zoe.clarkson@datacourse.com,Female,1952-04-05,Suite 817,323 Scott Groves,Tucson,Arizona,AZ,West,85705
4881934,2021-12-17,21387146,Pippa,McLean,pippa.mclean@datacourse.com,Female,1987-06-22,Suite 196,797 Betty Village,Tucson,Arizona,AZ,West,85705
5227423,2021-12-14,21382904,Andrew,Metcalfe,andrew.metcalfe@datacourse.com,Male,1980-07-22,Apt. 602,921 Rodriguez Skyway,Tucson,Arizona,AZ,West,85705
5402502,2021-12-18,21380370,Stewart,Ince,stewart.ince@datacourse.com,Male,1936-01-22,Apt. 792,818 Fisher Stream,Tucson,Arizona,AZ,West,85705
5482471,2021-12-16,21390597,Wanda,Kerr,wanda.kerr@datacourse.com,Female,1944-06-11,Apt. 946,60542 Chavez Trail,Tucson,Arizona,AZ,West,85705
5502794,2021-12-17,21377374,Harry,Chapman,harry.chapman@datacourse.com,Male,1979-04-19,Suite 010,953 Spencer Street,Tucson,Arizona,AZ,West,85705
5508895,2021-12-18,21389645,Warren,Hemmings,warren.hemmings@datacourse.com,Male,1990-09-16,Suite 644,77839 Jacob Hill,Tucson,Arizona,AZ,West,85705
5525964,2021-12-18,21374371,Evan,Watson,evan.watson@datacourse.com,Male,1927-02-27,Suite 962,1901 Joshua Junction,Tucson,Arizona,AZ,West,85705
5697931,2022-02-03,21358957,Sophie,Oliver,sophie.oliver@datacourse.com,Female,1971-05-04,Suite 137,72859 Solomon Mountains,Tucson,Arizona,AZ,West,85705
4814825,2021-12-17,21385354,Jasmine,Ball,jasmine.ball@datacourse.com,Female,1953-03-26,Apt. 250,68590 Klein Tunnel,Yuma,Arizona,AZ,West,85365
5111645,2022-01-27,21385249,Anthony,Berry,anthony.berry@datacourse.com,Male,1961-09-02,Apt. 831,286 Megan Falls,Yuma,Arizona,AZ,West,85365
5376812,2021-12-17,21359440,Jonathan,Hardacre,jonathan.hardacre@datacourse.com,Male,1978-07-21,Suite 488,8989 Lester Creek,Yuma,Arizona,AZ,West,85365
5455492,2021-12-16,21382855,Sally,Vaughan,sally.vaughan@datacourse.com,Female,1951-03-25,Suite 350,82640 Johnson Parkway,Yuma,Arizona,AZ,West,85365
5500817,2021-12-15,21359881,Kimberly,Wilson,kimberly.wilson@datacourse.com,Female,1938-03-27,Suite 663,1640 Andrea Drive,Yuma,Arizona,AZ,West,85365
5506485,2021-12-16,21387090,Abigail,Bower,abigail.bower@datacourse.com,Female,1966-01-15,Suite 618,445 Yang Lodge,Yuma,Arizona,AZ,West,85365
5516640,2021-12-18,21392179,Blake,Slater,blake.slater@datacourse.com,Male,1917-07-15,Suite 393,21022 Schultz Estate,Yuma,Arizona,AZ,West,85365
5570427,2021-12-15,21361071,Jacob,Rutherford,jacob.rutherford@datacourse.com,Male,1966-10-23,Suite 380,28092 Reeves Green,Yuma,Arizona,AZ,West,85365
4829144,2021-12-19,21382365,Nicola,Hodges,nicola.hodges@datacourse.com,Female,1932-07-30,Suite 722,856 Ryan Causeway,Conway,Arkansas,AR,South,72032
5146858,2021-12-20,21379502,Maria,Scott,maria.scott@datacourse.com,Female,1931-02-24,Apt. 649,273 Smith Passage,Conway,Arkansas,AR,South,72032
5381018,2021-12-15,21375127,Harry,Rees,harry.rees@datacourse.com,Male,1932-11-07,Suite 051,64585 Misty Lock,Conway,Arkansas,AR,South,72032
5460503,2021-12-29,21364690,Julia,Howard,julia.howard@datacourse.com,Female,1915-03-17,Apt. 027,61963 Monroe Causeway,Conway,Arkansas,AR,South,72032
5501186,2021-12-18,21386089,Nicola,Wright,nicola.wright@datacourse.com,Female,1973-11-16,Apt. 149,7865 Ricardo Extension,Conway,Arkansas,AR,South,72032
5506847,2021-12-16,21375764,Emma,Greene,emma.greene@datacourse.com,Female,1923-04-21,Suite 801,9381 Jasmine Rue,Conway,Arkansas,AR,South,72032
5517552,2021-12-20,21381728,Jasmine,Thomson,jasmine.thomson@datacourse.com,Female,1948-12-24,Suite 170,346 Christina Station,Conway,Arkansas,AR,South,72032
5586963,2021-12-26,21384444,Tim,Lyman,tim.lyman@datacourse.com,Male,1995-04-10,Suite 607,906 Watkins Lodge,Conway,Arkansas,AR,South,72032
4719360,2021-12-16,21365026,Owen,Paterson,owen.paterson@datacourse.com,Male,1963-03-29,Apt. 294,6724 Lee Plain,Fayetteville,Arkansas,AR,South,72704
4895200,2021-12-16,21382379,Austin,Terry,austin.terry@datacourse.com,Male,1975-04-20,Suite 463,0770 Watts Burgs,Fayetteville,Arkansas,AR,South,72704
5239644,2021-12-15,21371011,Edward,Campbell,edward.campbell@datacourse.com,Male,1971-01-13,Suite 015,79157 Heather Coves,Fayetteville,Arkansas,AR,South,72704
5406282,2021-12-27,21362541,Audrey,Jones,audrey.jones@datacourse.com,Female,1999-02-20,Suite 914,64834 Bryant Plains,Fayetteville,Arkansas,AR,South,72704
5485389,2021-12-14,21376198,Ella,Sharp,ella.sharp@datacourse.com,Female,1923-12-03,Suite 410,2253 Pamela Camp,Fayetteville,Arkansas,AR,South,72704
5502966,2021-12-17,21385970,Jasmine,Howard,jasmine.howard@datacourse.com,Female,1955-11-06,Suite 398,89515 Monica Fords,Fayetteville,Arkansas,AR,South,72704
5509596,2021-12-15,21368904,Lisa,Hodges,lisa.hodges@datacourse.com,Female,1960-10-16,Suite 479,673 Trujillo Throughway,Fayetteville,Arkansas,AR,South,72704
5527504,2021-12-17,21393033,Neil,Slater,neil.slater@datacourse.com,Male,1991-05-08,Suite 942,95419 Regina Burg,Fayetteville,Arkansas,AR,South,72704
5730086,2021-12-21,21385844,Christian,McGrath,christian.mcgrath@datacourse.com,Male,1953-04-10,Apt. 864,2362 Jordan Walks,Fayetteville,Arkansas,AR,South,72704
4778335,2021-12-18,21364795,Rose,Dowd,rose.dowd@datacourse.com,Female,1994-10-05,Apt. 690,04458 Cruz Mountains,Hot Springs,Arkansas,AR,South,71901
5028340,2021-12-15,21358789,Sophie,Poole,sophie.poole@datacourse.com,Female,1959-03-12,Apt. 773,19340 Jackson Center,Hot Springs,Arkansas,AR,South,71901
5359450,2022-01-23,21390604,Faith,Kerr,faith.kerr@datacourse.com,Female,1999-05-31,Apt. 082,789 Wright Green,Hot Springs,Arkansas,AR,South,71901
5438606,2021-12-13,21391633,Katherine,Kerr,katherine.kerr@datacourse.com,Female,1928-03-23,Suite 287,50688 Conley Junction,Hot Springs,Arkansas,AR,South,71901
5499989,2021-12-13,21379768,Matt,Robertson,matt.robertson@datacourse.com,Male,1918-08-28,Suite 016,96317 Benjamin Hills,Hot Springs,Arkansas,AR,South,71901
5505292,2021-12-17,21370339,Alan,Bond,alan.bond@datacourse.com,Male,1938-02-08,Apt. 910,81942 Porter Grove,Hot Springs,Arkansas,AR,South,71901
5514489,2021-12-19,21389519,Edward,Grant,edward.grant@datacourse.com,Male,1943-09-04,Apt. 631,0868 Robinson Street,Hot Springs,Arkansas,AR,South,71901
5549719,2021-12-29,21389680,Robert,Bell,robert.bell@datacourse.com,Male,1993-01-01,Suite 825,69265 Bennett Orchard,Hot Springs,Arkansas,AR,South,71901
4737495,2021-12-16,21383212,Natalie,Watson,natalie.watson@datacourse.com,Female,1920-11-10,Suite 353,290 Darlene Mountain,Jonesboro,Arkansas,AR,South,72467
4931834,2021-12-21,21365586,Ella,Hunter,ella.hunter@datacourse.com,Female,1956-08-10,Apt. 882,26150 Ashlee Streets,Jonesboro,Arkansas,AR,South,72467
5280972,2021-12-17,21390478,Dylan,Wright,dylan.wright@datacourse.com,Male,1972-02-04,Apt. 231,419 Carter Crossing,Jonesboro,Arkansas,AR,South,72467
5416915,2021-12-23,21367385,Sean,Cameron,sean.cameron@datacourse.com,Male,1949-05-06,Suite 198,4194 Ronald Shore,Jonesboro,Arkansas,AR,South,72467
5493155,2021-12-23,21359944,Sally,Wilson,sally.wilson@datacourse.com,Female,1955-10-31,Apt. 733,63845 Garcia Ports,Jonesboro,Arkansas,AR,South,72467
5503650,2021-12-17,21369170,Megan,Duncan,megan.duncan@datacourse.com,Female,1974-08-19,Suite 876,714 Williams Valley,Jonesboro,Arkansas,AR,South,72467
5510940,2021-12-17,21369338,Carolyn,Oliver,carolyn.oliver@datacourse.com,Female,1986-02-09,Suite 870,533 Willis Lodge,Jonesboro,Arkansas,AR,South,72467
5533401,2022-02-02,21373916,Piers,Robertson,piers.robertson@datacourse.com,Male,1983-05-25,Suite 655,63206 Danielle Squares,Jonesboro,Arkansas,AR,South,72467
5813091,2021-12-17,21386859,Sarah,Watson,sarah.watson@datacourse.com,Female,1977-09-10,Suite 341,3674 Janice Oval,Jonesboro,Arkansas,AR,South,72467
4768869,2021-12-16,21360413,Victoria,Murray,victoria.murray@datacourse.com,Female,1953-06-19,Apt. 209,0002 Cynthia Club,Little Rock,Arkansas,AR,South,72211
4992827,2021-12-16,21359755,Stewart,Simpson,stewart.simpson@datacourse.com,Male,1930-01-21,Apt. 852,86045 Heather Summit,Little Rock,Arkansas,AR,South,72211
5340754,2021-12-19,21376765,Julia,McDonald,julia.mcdonald@datacourse.com,Female,1968-07-03,Apt. 706,7713 Rebecca Trail,Little Rock,Arkansas,AR,South,72211
5434346,2021-12-15,21364837,Rachel,Newman,rachel.newman@datacourse.com,Female,1948-09-05,Suite 232,643 Makayla Tunnel,Little Rock,Arkansas,AR,South,72211
5499566,2021-12-16,21367735,Connor,Henderson,connor.henderson@datacourse.com,Male,1998-10-14,Apt. 586,44575 Hall Causeway,Little Rock,Arkansas,AR,South,72211
5505003,2021-12-13,21385606,Amy,Buckland,amy.buckland@datacourse.com,Female,1927-04-11,Apt. 013,3797 Ashley Row,Little Rock,Arkansas,AR,South,72211
5513719,2021-12-22,21393299,Alan,Arnold,alan.arnold@datacourse.com,Male,1927-07-18,Apt. 132,108 Bartlett Turnpike,Little Rock,Arkansas,AR,South,72211
5545836,2021-12-15,21373090,Andrew,Gill,andrew.gill@datacourse.com,Male,1949-07-10,Suite 266,3053 Howell Expressway,Little Rock,Arkansas,AR,South,72211
4850613,2021-12-17,21368505,Vanessa,Terry,vanessa.terry@datacourse.com,Female,1954-04-14,Apt. 633,1250 Hamilton Cape,Pine Bluff,Arkansas,AR,South,71602
5178363,2021-12-17,21383100,Austin,MacLeod,austin.macleod@datacourse.com,Male,1914-11-14,Apt. 025,3456 Davis Station,Pine Bluff,Arkansas,AR,South,71602
5388151,2021-12-15,21359818,Amy,Miller,amy.miller@datacourse.com,Female,1958-05-21,Suite 476,730 David Ridges,Pine Bluff,Arkansas,AR,South,71602
5470403,2021-12-23,21383667,Zoe,Henderson,zoe.henderson@datacourse.com,Female,1983-03-05,Apt. 594,298 Smith Brooks,Pine Bluff,Arkansas,AR,South,71602
5501761,2021-12-16,21383786,Carolyn,Clark,carolyn.clark@datacourse.com,Female,1958-05-21,Apt. 384,26784 Kelly Port,Pine Bluff,Arkansas,AR,South,71602
5507609,2021-12-16,21392200,Connor,Ross,connor.ross@datacourse.com,Male,2000-06-27,Suite 023,885 Darrell Street,Pine Bluff,Arkansas,AR,South,71602
5520937,2021-12-19,21381294,Caroline,Thomson,caroline.thomson@datacourse.com,Female,1922-10-04,Apt. 764,3531 Peggy Green,Pine Bluff,Arkansas,AR,South,71602
5612395,2021-12-16,21366027,Boris,Robertson,boris.robertson@datacourse.com,Male,1995-11-12,Suite 475,77492 Sanders Junctions,Pine Bluff,Arkansas,AR,South,71602
4822880,2021-12-18,21367490,Elizabeth,Wright,elizabeth.wright@datacourse.com,Female,1923-05-20,Suite 777,18644 Michael Plains,Rogers,Arkansas,AR,South,72758
5134517,2021-12-16,21359209,Grace,Springer,grace.springer@datacourse.com,Female,1972-06-27,Suite 498,576 Bell Dale,Rogers,Arkansas,AR,South,72758
5379319,2021-12-21,21377248,Peter,Walsh,peter.walsh@datacourse.com,Male,1979-03-20,Suite 309,63554 Cobb Ramp,Rogers,Arkansas,AR,South,72758
5457990,2021-12-17,21378802,Joseph,Vaughan,joseph.vaughan@datacourse.com,Male,1992-02-22,Apt. 868,612 Thomas Ridge,Rogers,Arkansas,AR,South,72758
5501050,2021-12-15,21374007,Jonathan,Bond,jonathan.bond@datacourse.com,Male,1967-10-14,Suite 290,47797 Moran Throughway,Rogers,Arkansas,AR,South,72758
5506704,2021-12-17,21366636,Boris,Parsons,boris.parsons@datacourse.com,Male,1948-04-21,Apt. 538,42321 Key Isle,Rogers,Arkansas,AR,South,72758
5517078,2021-12-19,21370885,Keith,Grant,keith.grant@datacourse.com,Male,1989-02-16,Suite 852,3130 Wiley Neck,Rogers,Arkansas,AR,South,72758
5578206,2021-12-20,21385172,Megan,Bond,megan.bond@datacourse.com,Female,1991-09-25,Suite 244,6891 Danny Spur,Rogers,Arkansas,AR,South,72758
4855213,2021-12-18,21366062,Victor,Fisher,victor.fisher@datacourse.com,Male,1918-12-12,Apt. 356,85101 Jacob Prairie,Springdale,Arkansas,AR,South,72764
5183022,2021-12-14,21360007,Hannah,Watson,hannah.watson@datacourse.com,Female,1962-08-21,Suite 547,68856 Dawn Stravenue,Springdale,Arkansas,AR,South,72764
5389674,2021-12-16,21374609,Dan,McLean,dan.mclean@datacourse.com,Male,1915-12-03,Suite 299,60664 William Center,Springdale,Arkansas,AR,South,72764
5471084,2021-12-15,21372341,Liam,Howard,liam.howard@datacourse.com,Male,1978-11-20,Apt. 380,16515 Eric Drive,Springdale,Arkansas,AR,South,72764
5501868,2022-01-27,21388532,Max,Mills,max.mills@datacourse.com,Male,1953-05-30,Suite 260,4269 Nancy Unions,Springdale,Arkansas,AR,South,72764
5507681,2021-12-17,21382267,Theresa,Wilson,theresa.wilson@datacourse.com,Female,1944-04-10,Suite 300,77439 Evans Greens,Springdale,Arkansas,AR,South,72764
5521251,2021-12-18,21393089,Nicholas,Grant,nicholas.grant@datacourse.com,Male,1990-11-24,Suite 743,10411 Joseph Gateway,Springdale,Arkansas,AR,South,72764
5617996,2022-01-27,21361932,Leah,Ogden,leah.ogden@datacourse.com,Female,1956-03-25,Apt. 828,997 David Fork,Springdale,Arkansas,AR,South,72764
4799494,2021-12-30,21379558,Oliver,Lyman,oliver.lyman@datacourse.com,Male,1994-12-21,Suite 055,0708 Cisneros Isle,Texarkana,Arkansas,AR,South,75501
5080197,2021-12-17,21387741,Jennifer,Brown,jennifer.brown@datacourse.com,Female,1945-04-29,Suite 041,09415 Diaz Brooks,Texarkana,Arkansas,AR,South,75501
5370936,2021-12-15,21375834,Virginia,Langdon,virginia.langdon@datacourse.com,Female,1958-09-29,Apt. 947,7075 Garcia Plaza,Texarkana,Arkansas,AR,South,75501
5448322,2021-12-13,21384990,Adam,Skinner,adam.skinner@datacourse.com,Male,1932-08-21,Suite 131,7911 Danny Prairie,Texarkana,Arkansas,AR,South,75501
5500431,2021-12-16,21389792,Dominic,Hunter,dominic.hunter@datacourse.com,Male,1932-12-02,Suite 004,0441 Julie Islands,Texarkana,Arkansas,AR,South,75501
5506082,2021-12-17,21377731,Adrian,Ogden,adrian.ogden@datacourse.com,Male,1984-05-19,Suite 190,95195 Wilson Light,Texarkana,Arkansas,AR,South,75501
5515600,2021-12-15,21362142,Jennifer,Mills,jennifer.mills@datacourse.com,Female,1988-11-01,Suite 204,4866 Dennis Branch,Texarkana,Arkansas,AR,South,75501
5560703,2021-12-16,21363381,Zoe,Nash,zoe.nash@datacourse.com,Female,1952-02-23,Apt. 474,84154 Desiree River,Texarkana,Arkansas,AR,South,75501
4721557,2021-12-17,21371914,Ella,Graham,ella.graham@datacourse.com,Female,1986-04-07,Apt. 585,73090 Ashley Hills,Anaheim,California,CA,West,92808
4901577,2021-12-17,21387797,David,Chapman,david.chapman@datacourse.com,Male,1987-04-28,Suite 463,5882 Kim Mountains,Anaheim,California,CA,West,92808
5245914,2021-12-15,21386663,Evan,Abraham,evan.abraham@datacourse.com,Male,1954-11-16,Apt. 397,794 Joshua Locks,Anaheim,California,CA,West,92808
5407858,2022-01-22,21388525,Abigail,Allan,abigail.allan@datacourse.com,Female,1994-05-31,Apt. 663,667 Rodriguez Ports,Anaheim,California,CA,West,92808
5486710,2021-12-16,21379040,Melanie,Hemmings,melanie.hemmings@datacourse.com,Female,1920-11-09,Apt. 395,957 William Lane,Anaheim,California,CA,West,92808
5503038,2021-12-16,21360427,Kylie,May,kylie.may@datacourse.com,Female,1910-05-10,Suite 613,091 Oneal Dam,Anaheim,California,CA,West,92808
5509791,2021-12-17,21391003,Julian,Arnold,julian.arnold@datacourse.com,Male,1927-02-06,Apt. 955,32160 Moore Neck,Anaheim,California,CA,West,92808
5527996,2021-12-19,21387867,Sebastian,Butler,sebastian.butler@datacourse.com,Male,1931-01-29,Apt. 113,70746 Brewer Cliffs,Anaheim,California,CA,West,92808
5741272,2021-12-19,21392522,Kylie,Henderson,kylie.henderson@datacourse.com,Female,1919-10-11,Apt. 926,74576 Daniel Extension,Anaheim,California,CA,West,92808
4737904,2021-12-14,21361547,Leah,Metcalfe,leah.metcalfe@datacourse.com,Female,1959-08-23,Suite 610,189 Robert Route,Antioch,California,CA,West,94531
4932729,2021-12-17,21380601,Ryan,Dyer,ryan.dyer@datacourse.com,Male,1951-03-31,Apt. 929,84577 White Ports,Antioch,California,CA,West,94531
5282595,2021-12-23,21378263,Jake,Rees,jake.rees@datacourse.com,Male,1913-03-03,Apt. 440,49306 Martin Isle,Antioch,California,CA,West,94531
5417058,2021-12-15,21370766,Grace,Roberts,grace.roberts@datacourse.com,Female,1967-05-13,Suite 790,189 Williams Shoals,Antioch,California,CA,West,94531
5493286,2021-12-16,21384038,Bernadette,Welch,bernadette.welch@datacourse.com,Female,1927-08-18,Apt. 230,45604 Emily Plain,Antioch,California,CA,West,94531
5503664,2021-12-17,21371816,Carolyn,Burgess,carolyn.burgess@datacourse.com,Female,1929-11-01,Suite 656,24151 Anthony Way,Antioch,California,CA,West,94531
5511068,2021-12-17,21364151,Dan,Clark,dan.clark@datacourse.com,Male,1986-08-01,Apt. 467,601 Denise Orchard,Antioch,California,CA,West,94531
5533710,2021-12-14,21373706,Jennifer,Edmunds,jennifer.edmunds@datacourse.com,Female,1925-12-03,Apt. 726,7947 Kennedy Crescent,Antioch,California,CA,West,94531
5814271,2022-02-13,21393642,Olivia,Robertson,olivia.robertson@datacourse.com,Female,1957-01-14,Suite 649,649 Jason Curve,Antioch,California,CA,West,94531
4787614,2021-12-17,21375638,Abigail,Payne,abigail.payne@datacourse.com,Female,1966-02-13,Apt. 776,18016 John Ways,Apple Valley,California,CA,West,92308
5056288,2022-01-12,21390352,Heather,Alsop,heather.alsop@datacourse.com,Female,1979-04-20,Apt. 454,510 Lopez Dam,Apple Valley,California,CA,West,92308
5366931,2021-12-17,21360714,Kylie,Dickens,kylie.dickens@datacourse.com,Female,1966-06-01,Apt. 096,99015 Taylor Vista,Apple Valley,California,CA,West,92308
5442922,2021-12-21,21373797,Jake,Parsons,jake.parsons@datacourse.com,Male,1943-12-23,Apt. 221,02130 James Common,Apple Valley,California,CA,West,92308
5500190,2021-12-16,21387762,Keith,Davidson,keith.davidson@datacourse.com,Male,1942-05-24,Suite 905,8818 Jones Drives,Apple Valley,California,CA,West,92308
5505610,2021-12-16,21393565,Trevor,Jackson,trevor.jackson@datacourse.com,Male,1993-03-24,Suite 045,264 Laura Spring,Apple Valley,California,CA,West,92308
5514946,2021-12-17,21363934,Vanessa,Edmunds,vanessa.edmunds@datacourse.com,Female,1938-12-20,Suite 478,025 Daniel Underpass,Apple Valley,California,CA,West,92308
5553417,2021-12-15,21374098,Colin,Rutherford,colin.rutherford@datacourse.com,Male,1936-08-27,Suite 299,84848 Walker Villages,Apple Valley,California,CA,West,92308
4780914,2021-12-16,21374938,Sophie,Vance,sophie.vance@datacourse.com,Female,1975-11-07,Apt. 202,5916 Jones River,Bakersfield,California,CA,West,93306
5034104,2021-12-15,21388112,Nicholas,Brown,nicholas.brown@datacourse.com,Male,1929-06-13,Suite 296,17227 Patricia Route,Bakersfield,California,CA,West,93306
5362075,2021-12-28,21369702,Angela,Gill,angela.gill@datacourse.com,Female,1932-03-30,Apt. 075,2445 Angela Gardens,Bakersfield,California,CA,West,93306
5439868,2021-12-24,21373923,Tracey,Gibson,tracey.gibson@datacourse.com,Female,1948-10-17,Apt. 715,061 Brown Course,Bakersfield,California,CA,West,93306
5500050,2021-12-16,21370087,Paul,Wright,paul.wright@datacourse.com,Male,1954-08-06,Suite 107,47686 Marcus Road,Bakersfield,California,CA,West,93306
5505422,2021-12-15,21391521,Angela,Coleman,angela.coleman@datacourse.com,Female,1913-08-04,Suite 771,59383 Charles Avenue,Bakersfield,California,CA,West,93306
5514613,2021-12-17,21376121,Lucas,Forsyth,lucas.forsyth@datacourse.com,Male,1968-08-24,Suite 063,4175 Williams Lake,Bakersfield,California,CA,West,93306
5550891,2021-12-27,21390296,Carol,Quinn,carol.quinn@datacourse.com,Female,1949-03-05,Suite 279,2091 Kelly Highway,Bakersfield,California,CA,West,93306
4706534,2021-12-20,21367980,Neil,Harris,neil.harris@datacourse.com,Male,1955-04-02,Apt. 154,68999 Roth Lock,Brentwood,California,CA,West,11717
4875126,2021-12-17,21362184,Steven,Nolan,steven.nolan@datacourse.com,Male,1931-02-06,Apt. 858,844 Diane Branch,Brentwood,California,CA,West,11717
5218148,2021-12-23,21362849,Austin,Rampling,austin.rampling@datacourse.com,Male,1955-11-30,Suite 332,035 Jeremy Lock,Brentwood,California,CA,West,11717
5398639,2021-12-14,21374672,Peter,Quinn,peter.quinn@datacourse.com,Male,1934-01-30,Apt. 293,8777 Rocha Isle,Brentwood,California,CA,West,11717
5480440,2022-01-23,21365306,Hannah,Ogden,hannah.ogden@datacourse.com,Female,1975-06-13,Apt. 253,07879 Michelle Glens,Brentwood,California,CA,West,11717
5502574,2021-12-15,21367266,Lillian,Thomson,lillian.thomson@datacourse.com,Female,1934-01-12,Suite 728,439 Warren Radial,Brentwood,California,CA,West,11717
5508523,2021-12-16,21389050,Amanda,James,amanda.james@datacourse.com,Female,1945-08-17,Apt. 908,1121 Hickman Wall,Brentwood,California,CA,West,11717
